views,likes,comments,shares,author_verified,primary_hashtag,music_name,music_is_original,duration_sec,caption,upload_date,author_name,video_id
52700,5887,29,28,False,boodschappen,origineel geluid,True,16,Zo de basics zijn ingeslagen 👌 grapje natuurlijk🤪 #boodschappen #appie #weekend #voorjou #expectations #reality,2020-12-12,hallometkristina,6905356954621824257
605800,40600,696,2214,False,gymfail,original sound,True,11,@mikeohearn #gymfail #cringe #gym #bodybuilding #fitness #powerlifting #fyp #viral #xycba,2020-10-11,marekszatanik6,6882404595394563330
232200,51700,588,57,False,,Originalton,True,29,thank you so much for everything i love you all so much💛,2020-10-09,mckinley.braun,6881502944353717506
245100,27900,535,934,False,tiktoknl,origineel geluid,True,33,mijn jeugd in een notendop @the.g.moore #tiktoknl #nederlands #agv,2020-12-17,tessscholten,6907253227490725122
124400,17400,236,1245,False,fyp,Worship Instrumental - Instrumental,False,16,#fyp #fitness #crossfit #weightlifting  #girlswholift #eddygee #wheymen #MotivationMonday #gymhumor,2020-11-09,eddygee,6893253061305732357
352200,26400,977,2421,False,jumpstyle,origineel geluid,True,22,Wie herinnert zich dit nummer nog ? #jumpstyle #2007 #voorjou #jumpen #xyzbca #vooru #vroeger #foryou #jeugdsentiment #fypシ #fyp #jeckyllandhyde #fy #,2020-11-29,bramovic0183,6900492821862599938
52100,4620,14,139,False,landonorris,origineel geluid,True,59,Who still remembers that Lando Norris called F1 drivers during his stream for some tips 😂👀 #landonorris #f1 #formula1 #formulaone #georgerussell,2020-12-16,gpblog.com,6906880148352552193
81700,3337,48,56,False,,original sound,True,14,,2020-11-09,shahrukh86786,6893028172024139009
83500,7191,181,98,False,fyp,Watch out stepsis...,True,11,This is a true story😂😭 Ninja Punch City #fyp #foryoupage #fypシ #militaryhumor #marines #navy #army,2020-10-16,mollsballscarl,6884266018936573189
26200,3965,75,13,False,canada,Ball So Hard,False,15,Thank you for 40K! 🥳 | #canada #foryoupage #fyp #foryou #4u #viral #transition #transitions #transitioner #lipsync #trend #trending,2020-09-26,oliviagracehenry,6876645435625262338
58000,8135,250,35,False,foryoupage,original sound,True,29,Please blow this up so that my dad doesn’t make me delete it hahah #foryoupage #fyp #foryou #cheatonmeidareyou  #greenscreenvideo #VibeWithUs,2020-09-26,susi.vidal,6876603307708665093
70600,1590,34,19,False,fyp,Work Out (Talkbox),False,8,Grip Strength Movements #fyp #grip #bodybuilding #FallAesthetic #DoggyAnthem #StrapBack #razrfit #fitness #gym,2020-10-07,shotgod68,6880750408302693637
72100,21300,513,213,False,fyp,original sound,True,44,💙 #fyp #foryou #foryoupage #FootlongShuffle #GhostMode,2020-10-11,bundaddy,6882436135214238981
4100000,558800,4522,2853,True,,original sound,True,27,I can’t not sing the guitar solos...,2020-10-12,kallmekris,6882769301615496450
4620,206,7,0,False,foryou,original sound,True,15,#foryou #bhuran__tv #standwithkashmir #foryoupage #fyp,2020-10-22,khanzada3160,6886265289206435074
1853,142,12,69,False,newtrend,الصوت الأصلي,True,14,video khrb ogae 😂😂#newtrend #foryou #foryoupage,2020-10-21,mr.sajidkhan14,6886060490687106306
68200,7742,92,212,False,armday,Whoopty,False,18,this thought lives in my head #armday #triceps #fittok,2020-12-19,logyfoote,6907997809094495494
161100,26600,319,81,True,,original sound,True,14,Nailed it 😤😤,2020-10-07,_itsnate,6880741941860928773
83500,5594,183,58,False,fyp,HOLIDAY,False,14,brought em back ‼️💈#fyp #foryou  #xyzbca #barber #transition,2020-12-10,rockybrim,6904778229526039813
40200,4593,93,17,False,horadearrasar,som original,True,13,Eu amo tudo isso ♥️ #horadearrasar #cordecabelo #fyp #cabelo,2020-12-11,zereslim,6905010590108978437
60400,11700,43,110,True,csgo,original sound,True,13,"This guy pushes your smoke, what do you do now? 👀👀 #csgo #counterstrike #smoke #meme #greenscreen #wwe",2020-10-16,thescoreesports,6884340073693859074
28100,499,12,1,False,foryou,The Business,False,5,💩Poopy pull💩#foryou #fyp #foryoupage #fitness #gymshark #bodybuilder #powerlifting #exercise #workout #deadlift,2020-10-12,evan_holmes_,6882547868792524034
192700,23500,1238,1146,False,,original sound,True,59,,2020-10-07,monomezurashi,6880671806965959938
61500,1693,168,28,False,bigbendstrong,original sound,True,15,What can you press? #bigbendstrong #fittok,2020-10-13,bigbendstrength,6883082488101555462
143000,12000,64,220,False,,Fight Song (fast),False,15,Fight song 💪🏼 dc: @britini_dangelo,2020-10-07,lindeverbakel,6880865616215952641
113400,4774,255,87,False,running,Remember the Name (feat. Styles of Beyond),False,9,12 KM RUN ❤️ ARE YOU READY? IG: thefashionjogger #running #workout #fyp,2020-11-27,thefashionjogger,6899861794760690945
11300,1744,12,1,False,izabella,KYN,True,12,#izabella #izabellavoldigoad #themisfitofdemonkingacademy #misfitofdemonacademy #anosvoldigoad,2020-10-01,valeriecosplays,6878531534303857922
394000,29900,462,107,False,skittles,Among Us,False,14,#skittles sorted by color 😝! #allweneedisglam,2020-12-18,mibouma,6907614572048305409
79500,15000,276,504,False,stitch,original sound,True,15,#stitch with @midwestswingin #ThinkingAbout #UpTheBeat #fyp #fypシ #foryoupage,2020-12-08,madduxplatt_t,6903940573091187973
102100,12700,242,725,False,,original sound,True,16,The Clifton Mill 🍷 @oogsydney,2020-12-13,riovacci,6905849998680820993
41200,1396,10,33,False,deensupermarkten,who in the h3ll put the muffins in the freeza,True,8,Wanneer klanten producten niet op dezelfde plek terugzetten.. #deensupermarkten #fy #fyp,2020-10-08,deensupermarkten,6881237651702254850
152600,5979,94,860,False,shuffletutorial,原聲,True,20,The most important move to learn if you want to start shuffling! #shuffletutorial #cuttinshapes #dancechallenge #dance #shuffle #shufflemusic #fyp,2020-11-03,zundervan,6891048135716506886
1000000,67200,739,535,False,outfits,check out YEAH DONT CARE on spotify iTunes etc,True,20,outfits of the week... basically baggy pants and a top 🤍 which one was your favorite?? #outfits #mondaytuesday,2020-10-25,everyprofilenameistaken,6887527163617201410
44400,2973,118,130,False,fy,suono originale,True,6,Sorry neighbours❤️ #fy #fyp #michaeljackson #michael #jackson #foryou #foryoupage #vj #voorjou #vjp #voorjoupagina #music #dance #crazy,2020-10-27,jellemorcuss,6888322901305478401
58900,2802,50,24,False,fy,Play Date,False,14,Vandaag stond ik in het AD Rotterdams Dagblad en online 🥰 was erg leuk om te doen! #fy #fyp #foryou #foryoupage #buschauffeuse #hoekschewaard #bus 😎,2020-10-01,lizette.dg,6878665609870052610
496800,60300,503,168,True,alexklein,Kan je nou eens stoppen met die Peep TikToks,True,9,Sorry hoor.. 😂 #alexklein #foryou #foryoupage #fyp,2020-10-10,alexklein_,6882038951134137601
6700000,590400,2976,34400,True,wantthischallenge,son original,True,36,You want this...try this 💪🏾 #wantthischallenge #fyp #foryou #fitness,2020-12-01,you1stlondon,6901322841849974017
147600,8013,98,280,False,fyp,origineel geluid,True,6,tag een luilak😴😴😴  #fyp #fy #lui #lieverluidanmoe,2020-10-20,josephinekeunex,6885779594901867777
183300,23700,155,452,False,snowboarding,Music trap,True,10,Ready for winter?🤙 @23nils23 #snowboarding #skitok #fyp,2020-11-11,dopesnowco,6893823598432226561
89600,4703,36,14,False,duet,Whole Lotta Choppas,False,12,#duet with @moomie.pie #foryoupage #fyp #foryou #powerlifting #bodybuilding #deadlift #fitness #workout #fittok #powertok,2020-09-30,timmytimmadome,6878282456382835973
598200,88900,338,127,False,,original sound,True,16,This took me a month,2020-12-20,jadeanna_,6908336148037274881
212700,8232,35,74,False,gifts,origineel geluid,True,6,"Allebei lekker geshopt bij de Hunkemöller, dit was het eindresultaat #gifts #hunkemöller",2020-12-04,doortjevdelzen,6902512873109605634
76400,7222,287,1283,False,foodie,Papi Chulo,False,15,Find this fiesta at Mama Kelly in Amsterdam✨🌮🌯 seriously though: Tacos or Burritos?🤔 #foodie #foodlover  #tacos #mexicanfood #amsterdamlocal #nl,2020-12-03,hotspotdoctor,6902048025334615297
69700,1112,107,291,False,,origineel geluid,True,28,Dat laatste pakt me 😂😂,2020-12-09,sportpoeder,6904384164641000705
42300,12600,252,74,False,alastorcosplay,OMG COOL COSPLAYS GUYS,True,9,♥️Who’s your favourite Hazbin character and why? Take a wild guess at mine XD #alastorcosplay #hazbinhotelcosplay #shouldvepickedmercy #transition,2020-12-10,8bitrainbow,6904726306047446274
292500,21700,78,1103,False,redbull,origineel geluid,True,41,Factory days #redbull #redbullracing #f1 #formula1 #fy #fyp #foryou #foryoupage #viral #tiktok #xyzbca,2020-11-29,f1_flat_out,6900478499933408513
161200,30700,827,1059,False,amongus,origineel geluid,True,18,Tag je 2e@ en 4e@ en zeg niks🙅🏻‍♂️😳insta:Sarkissakoo🔥#amongus #amongusfamily #game #dutch #tiktok #nederland #dutch #nederlands #voorjou #viraal,2020-11-20,iamsarkis,6897200586106752258
7900000,759200,4100,51500,False,jinglebells,Originalton,True,21,Thai Airways A380 plays Jingle Bells.  We wish you a wonderful christmas time. #jinglebells #a380 #thaiairways  #miniaturwunderland #christmasmusic,2020-12-10,miniaturwunderland,6904650067999821057
154200,16000,139,1809,False,formula1,origineel geluid,True,33,Carlos was so confused😂 #formula1 #carlossainz #landonorris,2020-12-11,formula1.fan,6904978624085069057
86500,1993,34,6,False,welldone,Follow Kologuy,True,12,"This is everywhere and idk who started it so idk what creds to give, but this, this makes me happy #WellDone #fyp",2020-10-31,madison_lippy,6889624721005006085
251500,16400,106,166,True,hamilton,origineel geluid,True,11,Lewis was not amused by Max back then 🤭 #hamilton #verstappen #bahraingp #f1 #formula1 #racing #ziggosport,2020-11-24,ziggosport,6898642858484567297
20200,379,192,97,False,foryou,original sound,True,12,Reply to @harryseddon69 Help pls 🙏🙏 #foryou #fyp #gym #workout #deadlift #💪 #viral,2020-10-23,kieranwyndavies,6886843424310414594
61700,9085,118,22,False,foryoupage,original sound,True,57,Reply to @erickg93 self love comes first #foryoupage #fyp #foryou #powerlifting #bodybuilding #deadlift #fitness #workout #fittok #powertok,2020-11-07,timmytimmadome,6892440916234210566
58500,7986,165,65,False,horse,Oh No,False,13,🤦‍♀️ #horse #ohno #royalwinterfair #horseshow #equitation #fyp #disqualified,2020-12-02,skittlestheyorkie,6901458108372077826
31300,1763,68,25,False,morning,original sound,True,6,its a lifestyle. Who can relate? #morning #working #riseandshine #lifestyle #dailyroutine,2020-11-25,blake_ouellette,6899001802130197761
6903,1374,29,8,False,animeedit,оригинальный звук,True,47,#animeedit #anime #аниме #edit #recommendations #luffy #ванпис #onepiece #bellaforteens,2020-11-21,_do_nya_,6897397404421688578
52800,5246,30,265,False,ميرنا🐎,الصوت الأصلي,True,17,#ميرنا🐎 #اللهم_صلي_على_نبينا_محمد #صلو_عليه_شفيع_الامة #deepthoughts #transition #horse #عاشق_الخيل❤️,2020-12-16,hamzasamearfoqaha,6906797341341224193
222000,63600,2702,1446,False,parati,sonido original,True,12,#parati #foryou #dakaretaiotoko #videoedit #yaoiedit #bl #animeedit #fujoshi #fudanshi,2020-12-08,sicrosub,6904037272048389378
611100,132900,2937,837,False,greenscreenvideo,Overwhelmed remix by Itsluxcity Christian Gates,True,19,Like and follow for part two | Discord link in bio #greenscreenvideo #ThinkingAbout #anime #fyp #animeedit,2020-12-09,plantain._man,6904096377152785665
54500,9129,231,59,False,foryoupage,original sound,True,39,🤡 #foryoupage #fyp #foryou #powerlifting #bodybuilding #deadlift #fitness #workout #fittok #powertok,2020-10-26,timmytimmadome,6887946160837790982
52600,6319,91,5,False,stitch,HOLIDAY,False,21,#stitch with @kylekilpatrickfit #foryoupage #fyp #foryou #powerlifting #bodybuilding #deadlift #fitness #workout #fittok #powertok,2020-12-11,timmytimmadome,6905060523184901381
81300,9073,130,14,False,foryoupage,original sound,True,57,Reply to @jack_weight #foryoupage #fyp #foryou #powerlifting #bodybuilding #deadlift #fitness #workout #fittok #powertok,2020-10-08,timmytimmadome,6881353341465611525
155500,34100,204,245,False,haikyuu,Akatsuki theme,True,33,theres no where near enough appreciation for this man #Haikyuu #ennoshita #animes #animee #animeedit #cool #fyp #foryou #4u #animeboy #haikyuuedit,2020-09-22,buutterrr,6875436892226178305
71000,3200,36,27,False,,Oh No,False,15,Back day tips!,2020-11-27,hayhayworkout,6899867641570135302
230700,39200,250,103,False,hirugashi,sonido original,True,42,#hirugashi#sad#anime#animeedit#animes#viral#tendencia#fyp#parati#protec#love#amor#otaku,2020-12-03,maxzg7,6902096916776209665
188400,26700,356,340,False,siguiendo,sonido original,True,26,#siguiendo#follow#viral#fyp#parati#anime#otaku#fyp#animeedit#loli #kawaii,2020-10-30,maxzg7,6889414816922930433
977,307,5,0,False,foryou,original sound,True,15,Bhut Mehnat lagi hai eb to viral kardo tiktok walO #vivoy51style #foryou #100k #foryoupage #viral_video #keepsupporting #1millionaudition,2020-10-06,zohaib_ali05,6880501583231061249
74000,8839,436,43,False,warrantofficer,Nocturnal Jam,False,17,Reply to @willelrod2 it gets better. #warrantofficer #DejaTuHuella #miltok #chieftok #fyp #foryoupage #HaventSeen #PlantTikTok #MakeItMagical,2020-12-17,onexpunchxdad,6907309069904776454
436400,2906,49,82,False,foryou,origineel geluid,True,15,Bathroom cleaning part 4. After EVERY hairwash-time it’s gets so dirty and slimey😩 #foryou #fyp #clean #cleaning #tiktokcleaning #bathroomcleaning,2020-11-11,rebeka0730,6893846505656995073
634300,8348,26,4447,False,paint,ANYMORE,False,13,#paint #easydraw #childrendrawing,2020-09-29,wpsj2,6877789463221947650
47700,3644,19,7,False,horse,Potential Breakup Song,False,10,it took too long⏰  #horse #equestrians #twins #fyp #foryoupage #makeusfamousthx,2020-11-10,bhousetiktokers,6893481053441281282
285700,12200,195,1926,False,scaniav8,Pilfingerdansen - Remix,False,12,#scaniav8  #theklokoprock #mikeymike #nieuwerondenieuwekansen  #Oldskool,2020-10-22,mikevanmil,6886450016785894658
46800,7045,232,88,False,fyp,NIGEL SEAN FRIEDEPIEPOL,True,20,oops... #fyp #foryou,2020-09-25,sem.houmes,6876369534018669825
32800,6834,76,5,False,parkour,Oh No,False,9,Who say my Pokémon boxers at the end?! 😂😂😂 #parkour #fail #ohno #spiderman #cosplay #ohnono,2020-12-09,the.nick.pro,6904271117783928065
34300,2384,60,28,False,francisxvk,Laat je gaan,False,10,Wat een top nummer 🥳🥲😂 #francisxvk #foryou #geefjeover #geefjehelemaal #pink,2020-11-28,francisxvk,6900256765527477506
44600,1397,297,61,False,vuurwerkverbod,origineel geluid,True,15,blijf vechten voor onze vrijheid! #vuurwerkverbod #mondkapjesplicht #langefrans #paulelstak @tisjeboyjay,2020-11-27,baasirr93,6899736406495677697
62400,12400,702,66,False,stitch,original sound,True,13,"#stitch with @annaxsitar yes, im napping in my car. #military #miltok #army #navy #marines #airforce #fyp #foryoupage #UpTheBeat",2020-12-10,alexjfish27,6904736629454359813
348600,19600,142,68,False,fyp,origineel geluid,True,10,"ya girl is negative, no worries 💚💚💚 ic: @emmakeuven #fyp #keigoed",2020-12-12,everyprofilenameistaken,6905378500392324354
47300,1535,96,159,False,fyp,Mariners Apartment Complex,False,19,#fyp #voorjou #rechtenstudent #student #voorjoupagina,2020-10-31,daniquekrommenhoe,6889818292337249538
30300,2520,43,7,False,,Bäd gúy ręmįx,True,7,Red moment,2020-10-14,reneeelward,6883508337380478209
129900,6276,50,320,False,fyp,origineel geluid,True,12,#fyp #jenga #fy #cheating #vals #spelen #friends #lol #frontpage #game #jengablocks #jengagame,2020-10-30,moskoman,6889521293306236161
44600,937,26,6,False,train,Words - Original 1982,False,13,#train #cabride,2020-11-07,debuffel,6892449418851716354
337000,28800,181,283,False,greenscreenvideo,It's Tricky,False,15,gotta have fun during batting practice #greenscreenvideo #fyp #foryou #viral #trending #memphissoftball #RecordsDay #NBADraft #,2020-11-18,softballkendall5,6896543335259933958
322100,16700,174,13,False,elknadeelheeftznvoordeel,origineel geluid,True,25,Mondkapje op en je hoeft de helft maar te doen! 😷 #elknadeelheeftznvoordeel #bespaartip,2020-12-15,claudia1099,6906565635371764993
1500000,145200,1444,1219,True,meesdix,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,True,13,@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,2020-12-12,dutchperformante,6905462755919269121
186800,58000,725,1417,False,parati,sonido original,True,13,#parati #anime #videoedit #foryou #fyp #japon #animeedit #haikyuu  #haikyuuedits  #paratodos #animation,2020-11-02,sicrosub,6890631109583867137
345200,17100,321,84,False,foryou,nhạc nền - ☘️Trà Đặng☘️,True,10,vooral bij turkse bruiloften😂 #foryou #ryfc,2020-12-14,rumeysayurtbay,6906224943332068610
246900,14400,295,769,False,fyp,ICE (feat. MORGENSHTERN),False,15,Vies eigenlijk #fyp #voorjoupagina #dutch #vjp #viraal #dutchtiktok #voorjou,2020-11-02,manlikejibss,6890568657986931970
153100,22800,297,800,False,gym,original sound,True,14,I think he’ll win until he retires. #gym #fyp #mrolympia #parati,2020-12-20,tudo.fit,6908298047470472450
49000,1806,7,2,False,comedia,Oh No,False,15,Comedia jajaja#comedia #fyp #sigueme #parati #comedia #destacame #comedia,2020-11-08,patataslays2,6892735023372389634
80500,4239,206,829,False,foryou,origineel geluid,True,59,"Vorige gerapporteerd, diegene mag zn teen stoten #foryou #fitness #training #chestday #workout #muscles #gains #joelbeukers #techno #c4 #jack3d #fyp",2020-11-04,roykevdh,6891327911140314370
1100000,136200,934,1284,False,,original sound,True,23,I can see your 😇,2020-09-30,kellanandkevin,6878404258367163654
190100,29500,841,2232,False,fy,origineel geluid,True,58,Waarheid... #fy #foryou #voorjou #funny #netherlands #viraal,2020-11-26,emin.skenderovic,6899499316600147201
35400,2190,74,70,False,fy,origineel geluid,True,7,Lil Kleine lacht Nederland uit vanwege lockdown #fy #foryou #foryoupage #fyp #vj #voorjou,2020-12-14,jackabaasnl,6906112097554271490
113300,7940,91,117,False,sad,Fuck It Up,False,10,Finals are over and the only thing I wanna do is make tik toks but I lack the dancing/rhythm part :( #sad #UpTheBeat,2020-12-08,pounda11,6903990740993477894
37500,4074,78,23,False,horadearrasar,som original,True,13,Quem ai recicla? #horadearrasar #tiktok #foryoupage #fypgakni #fyp #youhaveto #teletransporte #tiktokindonesia #fypシ #foryou #funny #fy,2020-11-03,biismarcksantos,6891017445188848898
71600,7216,181,220,False,duett,original sound - carl_edit,True,8,#Duett mit @carl_edit2 #animeedit #animeboy #weebtiktok #animeart #fürdichpage,2020-12-18,7deadlysinsweeb,6907570846215294210
28600,1778,55,2,False,duet,original sound - elroykamalraj,True,15,Reply to @babyboy90kids Sid sriram voice 🙏🏻❤️🍌#duet #funny #joke #tiktok #trending #royofficial #tiktoktamil #tiktoktamil,2020-11-19,royofficial_7,6896759523105672449
12300,1401,5,1,False,,original sound,True,18,පවුලේ උන් එක්ක දවසක්,2020-10-11,yohankawidu6257,6882348124120108289
236000,57000,490,115,False,equestrian,original sound,True,6,How fast can you get your stirrup 👀 #equestrian #horsegirl #horseriding #horse #dressage #equine #stallion,2020-12-18,erinwilliams_1,6907659902789897474
125200,7281,175,226,False,xyzbca,original sound,True,11,New YouTube video is now live! Link in my bio!📲 #xyzbca #fyp #fory #workout #gymbro #training,2020-11-14,cav_z_fitness,6895042572994104581
88800,8851,334,115,False,aginggracefully,オリジナル楽曲 - 🐷きょっちゃん🐽,True,7,"Early to bed, early to rise #aginggracefully #singlelife #fyp #transition #bedtime #parati #paravoce #tiktok2020 #saturdaynight #TikTokFood",2020-10-25,tiagovargasrj,6887391026848320774
56700,1016,31,19,False,fitness,Away From You,False,13,"Ofc there's much more, but these are the basics - when done right will get you results 👌 #fitness #diet #training",2020-10-04,marqsheino,6879844969687878914
311800,13100,1191,4285,False,,suono originale,True,8,whoops it was too fizzy 😄,2020-12-02,rayray02020,6901592880129805570
43500,3355,28,47,False,,original sound,True,10,🤣🤣මම ලියන එක නැවැත්තුවා🤣🤣,2020-10-20,___h_a_r_s_h_a___,6885582410579184897
95000,16400,520,25,False,fyp,original sound,True,49,"2nd in NOVICE, 3rd in OPEN! I love you. #fyp #bodybuilding #fitness #motivation",2020-11-14,westonsgarland,6895089837150440710
30100,1650,37,26,False,fyp,original sound,True,41,Hope this changes your life #fyp #foryou #foryoupage #fitness #gymshark #bodybuilder #nutrition #diet,2020-10-02,evan_holmes_,6878834531911224577
33700,3181,16,3,False,stitch,original sound,True,15,#stitch with @barbarianbody - this must be amateur hour. #noexcuses #alpha #legs #squat #deadlift,2020-12-16,benjamin_robert_graham,6906640842543418630
47700,2940,52,20,False,horadearrasar,som original,True,13,#horadearrasar,2020-11-14,augusto.lopes,6895072166828576001
69900,4124,62,130,False,fitnesstips,original sound,True,15,Shoulder tip #fitnesstips #trainingtips #strong #shoulders,2020-10-24,matthamptonpt,6886981950180003073
64400,13300,569,101,False,,original sound,True,34,Reply to @adamcalhoun1 This has been fun 😁,2020-11-24,chris_wells_,6898523009406045445
12100,1868,263,123,False,foryou,Axe bahía Kiara Ventura,True,15,Os PIORES signos para namorar! Qual é o seu? #foryou #foryoupage #lgbtq #horadearrasar #signos #signoszodiacales,2020-09-27,alysantana.tk,6877178763474423041
78100,22000,900,337,False,greenscreensticker,original sound,True,59,#greenscreensticker #okboomer,2020-10-07,macsmisadventures,6880848041792802053
12800,1335,32,1,False,football,Freed From Desire,False,23,#БезОстатка #football #rec #krotik26 #recommendations #рек #футбол #рекомендации,2020-12-01,krotik26,6901216725325384961
85900,2395,38,269,False,backstreetboys,Larger Than Life,False,29,This is ma jam! @backstreetboys @nickcarter @ajmcleanofficial #backstreetboys #largerthanlife #fyp #foryou #foryoupage #MotivationMonday,2020-11-09,otterworldly,6893175582482255109
50500000,4100000,12500,20000,False,martialarts,Choices (Yup),False,14,How not to do it and how you should do the technique! #martialarts #selfdefence #techniques #yep #nope,2020-10-06,lvl.up.martial.arts,6880410980434660610
145100,10600,101,162,False,billieeilish,original sound,True,58,sing this one with me! When the party’s over #BillieEilish #fyp #foryou #singingduet #duet #singing #singersoftiktok #singers,2020-09-30,rorymckenna93,6878259877353966850
55600,1579,13,8,False,fyp,Follow Me,True,13,So I broke a piece of my teeth yesterday :) #fyp #fy #chachaslide,2020-12-19,racheljohnie,6907916640386813185
165800,12100,161,270,False,xyzbca,WAT MOET IK DAARMEE,True,9,Fijn om het cijfer van een complete stranger te weten✨ #xyzbca #foryou #nederland,2020-11-07,gulianus,6892345024227331330
100500,7268,100,480,False,shufflechallenge,原聲,True,19,Learn these basic moves to get comfortable with shuffling! #shufflechallenge #shuffletutorial #dance #dancechallenge #cuttinshapes #shuffle #shuffling,2020-10-23,zundervan,6886946250336324870
170100,18900,740,1708,False,dienstplicht,origineel geluid,True,8,zin innnn￼😐#dienstplicht #2003 #fyp #funny #meiden,2020-10-20,dewi_dik41,6885675789090704641
194200,23200,2104,51,False,fy,origineel geluid,True,16,So naar @royalistiq Sws! Uitbrengen🔥👀 #fy #fyp #voorjou #zingen #royalistiq,2020-12-08,jordystormyt,6903898067490163969
196100,22500,262,1396,False,fyp,original sound,True,16,can anyone relate 👀 #fyp #foryou #foru #fitnesspage #fitness #workout #gym,2020-10-12,fitsara,6882831253519731970
3100000,243400,739,2386,False,foryoupage,origineel geluid,True,25,👰 or 💰 #foryoupage #foryou #couple #funny,2020-10-15,kevin.verenice,6883841665841270017
23400,3139,135,49,False,europe,origineel geluid,True,57,"Hey @netflix you gave us Emily in Paris, here’s a newer idea #europe #america #emilyinparis #americanstory #fyp #newyork #losangeles",2020-12-04,americainperdu,6902406836176162049
64100,15700,465,231,False,strength,hometown slowed down twenty one pilots,True,24,Feeling my body get weaker #strength #cancer #hodgkinslymphoma #chemotherapy #gym,2020-12-17,minamicheal78,6907344809195736326
194600,34900,6423,53,True,,Goosebumps,False,14,Jij en je 2e @ mogen bij ons in het VibeHouse op bezoek komen... ga je?👀,2020-11-30,glenfontein,6900916467936529666
558400,76100,2325,1097,True,,3 Sum,False,15,Your 2nd & 3rd @ are down!😂🤷🏻‍♀️🙋🏼‍♂️💁🏼‍♀️ @erica_klein @brettmvrk @brettandkristin,2020-10-08,kristinfarina,6881040494332366086
215600,4194,73,29,False,,original sound,True,11,"Het is Dennis vergeven, maar ik zal dit nooit vergeten 💔",2020-10-02,fortunanius,6879086409496497410
270600,46500,902,243,False,gotothegym,"If I Had a Heart (""Vikings"" Main Title)",False,28,Reply to @frosty6892 Skål #gotothegym #viking #vikingtiktok #thor #mjolnir #fitfam #gymtime #workout,2020-11-26,papaswolio,6899557108593773829
58400,5534,38,54,False,skitok,San Andreas (Radio Edit),False,12,When you feel the first powder of the season😍🤤 @christof_schenk #skitok,2020-10-20,dopesnowco,6885654253826870530
1400000,106700,973,1901,False,volleyball,original sound,True,12,Wasn’t expecting that ending... #volleyball #pageant,2020-10-17,lillete,6884400510699343109
211800,2397,37,7,False,voiceeffects,original sound,True,7,#voiceeffects,2020-10-01,ishaqqureshi64,6878791400289225985
420000,22200,1006,2541,True,fyp,For Me,False,12,What is the most embarrassing moment that ever happened to you? @chersmarijkebotts @rfmondo #fyp #viral #comedy,2020-11-15,joannelopes,6895317957522541825
3400000,98100,153,3214,False,shoulderinjury,Tampa Curhat Beat,True,8,🛑 Again stop flaring out your elbows to the side during pushups! Avoid #shoulderinjury and #elbowpain #pushups #pushup #pushupform #chestday #chest,2020-09-30,deltabolic,6878138606205029634
66100,8161,131,420,False,fyp,origineel geluid,True,13,Stuur dit naar al je vriendjes die minder moeten snappen voor ze 1 miljoen hebben #fyp #hertje #fa2gang #zopepijn #kaaskomkommer,2020-11-10,zopepijn,6893521307023969538
31000,2308,97,74,False,motivation,Summer Vibes,False,34,Pure waarheid! Laat je nooit afleiden van je doelen & ga er met de volle 100% voor 🏆 #motivation #goals #viralvideo #stop #positivity #fyp #trend,2020-12-01,noahaltink,6901356285833252098
462600,23200,102,3008,False,fyp,Ashes,False,20,Still keep track of your calories! #fyp #abs #abworkout #homeworkout #foryou #viral #xyzbca #tiktok #fitnesstips #bulking #tiktokwellness,2020-09-25,chrisdesneuxjr,6876245387871587590
179900,9136,43,134,False,fy,North Memphis,False,18,Danny Ric and divebombs🤤 #fy #fyp #f1 #f1tiktok #foryoupage #danielricciardo #overtake #divebomb,2020-10-09,f1.daniii,6881741305345592577
267300,21800,80,457,False,drift,original sound,True,9,#drift #fyp,2020-11-30,redbull_clips,6901026135119760642
1500000,148800,2044,1021,True,tuzelity,оригинальный звук,True,9,In a Club в Пятером 😎🔥 Пишите флаг вашей  страны в комментариях 🏳️ #tuzelity #shuffle,2020-11-28,tuzelitydance,6900050539141270785
23300,2914,19,165,False,drz,Original Sound,False,10,DRZ400SM ❤#Drz #fyp #followyou #fypシ,2020-09-24,pandaboy790,6876007447883042050
32800,575,8,1,False,crossfit,Lose My Mind  - Radio Edit,False,9,Riding that moment of euphoria before  the🔥🔥#crossfit #training #fitness #trainingmotivation,2020-09-27,marqsheino,6877251331145370881
122000,4823,39,74,False,duet,original sound,True,7,#duet with @you1stlondon leg day everyday #coles76 #gym #legs,2020-11-08,coles76,6892582021672013061
79200,9030,239,63,False,fypシ,Ama mi audio es viral,True,8,#fypシ #recomendados #enparati #fyp #recommendations #fypシ #recomendados #enparati #fyp #recommendations #fypシ #recomendados #enparati #fyp,2020-11-16,beltran1612,6895851157751680258
9615,1671,62,6,False,,original sound,True,15,වට්ටන්න කියලා ඉතලා 💔😪👈🏻,2020-11-08,sankasandaruwan32,6892685850996509953
78700,8302,84,119,False,vscodered,original sound,True,13,❤️VS Code Red ❤️ #vscodered #horse #amazing #hi,2020-11-03,war._.horse,6890871255134752006
85600,580,0,256,False,fyp,For The Night,False,7,#fyp #lift #gymprogress #gym,2020-10-01,baileydoesfitness4,6878751105589824770
